open_time,aapl_close,aapl_high,aapl_low,aapl_open,aapl_volume,aapl_log_return,aapl_high_low_ratio,aapl_close_open_ratio,aapl_RSI14,aapl_MOM10,aapl_ROC10,aapl_SMA5,aapl_SMA20,aapl_SMA50,aapl_EMA12,aapl_EMA26,aapl_MACD,aapl_MACD_signal,aapl_ATR14,aapl_volatility20,aapl_volume_log1p,aapl_volume_MA20,nvda_close,nvda_high,nvda_low,nvda_open,nvda_volume,nvda_log_return,nvda_high_low_ratio,nvda_close_open_ratio,nvda_RSI14,nvda_MOM10,nvda_ROC10,nvda_SMA5,nvda_SMA20,nvda_SMA50,nvda_EMA12,nvda_EMA26,nvda_MACD,nvda_MACD_signal,nvda_ATR14,nvda_volatility20,nvda_volume_log1p,nvda_volume_MA20,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_log_return,btc_high_low_ratio,btc_close_open_ratio,btc_RSI14,btc_MOM10,btc_ROC10,btc_SMA5,btc_SMA20,btc_SMA50,btc_EMA12,btc_EMA26,btc_MACD,btc_MACD_signal,btc_ATR14,btc_volatility20,btc_volume_log1p,btc_volume_MA20,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_log_return,eth_high_low_ratio,eth_close_open_ratio,eth_RSI14,eth_MOM10,eth_ROC10,eth_SMA5,eth_SMA20,eth_SMA50,eth_EMA12,eth_EMA26,eth_MACD,eth_MACD_signal,eth_ATR14,eth_volatility20,eth_volume_log1p,eth_volume_MA20,is_holiday
2017-11-05,40.25338745,40.6640874,39.93135921,40.60341691,237594400.0,0.02577857,1.018349693,0.99137931,74.72876632,3.791988373,10.40000787,39.35544815,37.41838531,37.07157524,38.31401956,37.5885398,0.725479762,0.357945916,0.698757281,0.013328307,19.28607558,108987360.0,5.155863285,5.155863285,5.073098921,5.11905153,353640000.0,0.013264961,1.01631436,1.007191128,75.71743167,0.291281223,5.987795449,5.101659393,4.88907795,4.532199488,4.985742345,4.810834074,0.17490827,0.16601317,0.10978015,0.012547235,19.68379001,527168200.0,7357.27,7590.25,7279.02,7345.01,1207.83233,-0.001643303,1.042757129,0.998333621,78.81327465,1483.24,25.3036199,7118.22,6177.6865,5125.6274,6625.21571,6059.672013,565.5436967,459.5535927,387.153153,0.035896781,7.097410156,1771.29886,298.1,302.14,293.13,295.53,6638.42119,-0.008457351,1.030737216,0.991378732,47.66524565,0.82,0.278239625,293.556,298.5795,298.7854,297.6203125,299.9903255,-2.370012993,-2.03072324,17.27775794,0.03331447,8.800780068,8956.685671,1
2017-11-06,40.66176224,40.83444475,40.0713794,40.22305744,140105200.0,0.010093987,1.019042652,1.010906799,76.48900662,4.219020844,11.57712258,39.70687943,37.6331871,37.13873436,38.67521074,37.81618591,0.859024836,0.4581617,0.703350714,0.013363957,18.75790413,112740040.0,5.179086685,5.187733694,5.106698732,5.119051468,389944000.0,0.004494156,1.015868365,1.011727801,76.51856491,0.3214221,6.616803084,5.130268574,4.919021344,4.554839907,5.015487628,4.838112045,0.177375582,0.168285653,0.107726922,0.012027434,19.7815137,518490800.0,7345.1,7401.0,6906.0,6960.12,1763.019261,-0.053824456,1.071676803,0.947586827,67.40750415,1191.29,20.65046119,7159.448,6245.9425,5190.83,6676.739447,6126.371864,550.3675828,477.7163907,394.8564992,0.037770979,7.475350155,1787.956354,295.19,305.58,290.11,297.97,7515.50103,0.008222456,1.053324601,1.009417663,48.89075892,1.64,0.553437047,295.748,297.7185,299.5938,297.6741106,299.8406717,-2.166561175,-2.057890827,17.14863237,0.030783579,8.92485602,8925.123544,0
2017-11-07,40.79243088,40.89510675,40.51007579,40.58241464,97446000.0,0.003208398,1.009504573,1.005175055,77.04008444,4.132667542,11.27303388,39.9761673,37.85382233,37.20099297,39.00093692,38.0366485,0.96428842,0.559387044,0.680613589,0.013320998,18.39480895,114488940.0,5.238381386,5.259875921,5.189711206,5.20181702,427700000.0,0.01138383,1.013519965,1.007029153,78.47154475,0.329821587,6.719314832,5.156061459,4.947556615,4.578093052,5.049778975,4.867761626,0.182017349,0.171031992,0.105802802,0.011720561,19.87393258,491132000.0,6981.72,7198.49,6901.0,7064.04,1440.259494,0.01482041,1.043108245,1.011790791,68.72360491,1344.4,23.50497584,7168.26,6323.5415,5251.4106,6736.324147,6195.828763,540.4953844,490.2721895,387.9017493,0.037281988,7.273272659,1744.07911,297.25,303.52,287.0,291.78,9418.57881,-0.020992717,1.057560976,0.981597981,45.95102173,-0.09,-0.030835646,297.48,296.8225,299.538,296.7673243,299.2435849,-2.476260621,-2.141564786,17.10373006,0.030879285,9.150545654,8750.650215,0
2017-11-08,41.12612915,41.12612915,40.68042412,40.75743103,97638000.0,0.008147119,1.010956253,1.009046157,78.4305141,4.627388,12.6782126,40.41253662,38.08355846,37.26320473,39.32788957,38.26549892,1.062390653,0.659987766,0.663834406,0.013326195,18.39677733,115989720.0,5.1674757,5.237640413,5.120040608,5.233934215,522988000.0,-0.013628245,1.02296853,0.987302379,70.87973886,0.382940292,8.003709027,5.165745926,4.970063615,4.600061502,5.067886164,4.889962669,0.177923495,0.172410293,0.106698371,0.01242612,20.07506908,490806000.0,7070.0,7770.02,6651.0,7303.0,2822.298802,0.033268097,1.168248384,1.032956153,71.56680807,1133.02,18.36343068,7205.852,6404.4965,5319.2698,6823.505048,6277.841447,545.6636006,501.3504717,440.1244815,0.037352695,7.945661268,1791.107945,291.31,320.0,290.02,303.02,15961.85772,0.037798716,1.103372181,1.040197728,51.63758707,-1.98,-0.649180328,297.268,296.5405,299.9184,297.7292744,299.5233194,-1.794044966,-2.072060822,18.02346363,0.032196053,9.67801991,9114.805731,0
2017-11-09,41.04212189,41.09345983,40.40273346,40.8624391,117930400.0,-0.002044763,1.017096031,1.00439726,77.16362408,4.310020447,11.73366151,40.77516632,38.31551151,37.32168289,39.59161762,38.47117469,1.120442926,0.752078798,0.668088783,0.013275177,18.58560519,118661220.0,5.072604656,5.097557521,4.950310971,5.071369571,978564000.0,-0.018529886,1.029744909,1.000243541,62.20782045,0.237915993,4.921019931,5.162682343,4.987715912,4.619648294,5.068612086,4.903491705,0.165120381,0.17095231,0.114588825,0.013439962,20.70159675,513319600.0,7303.01,7392.0,7015.0,7079.99,1913.398308,-0.031012727,1.053741981,0.969461907,65.57556354,959.49,15.6766604,7150.432,6457.9955,5382.8696,6862.964271,6337.259858,525.7044127,506.2212599,435.6155899,0.037104111,7.557158653,1788.129,303.6,329.0,299.5,317.87,11151.29946,0.047843684,1.098497496,1.047002635,57.93457237,10.62,3.456468674,301.234,297.2085,300.6358,300.8278476,300.8823328,-0.054485179,-1.668545693,18.84321622,0.033815079,9.319400985,9235.404822,0
2017-11-10,40.90629196,41.07256976,40.81261665,41.00933695,100582000.0,-0.003315014,1.00636943,0.99748728,75.05264863,2.858081818,7.511737889,40.90574722,38.52912159,37.37441109,39.79387521,38.65155375,1.14232146,0.83012733,0.638936235,0.013436673,18.42648388,120411480.0,5.339924335,5.402430222,5.228500861,5.264324469,1253256000.0,0.051357059,1.033265627,1.014360792,72.43976065,0.3528018,7.07425569,5.199494553,5.014336586,4.64272356,5.110352432,4.935820048,0.174532384,0.171668325,0.129962878,0.016916603,20.9490108,544546000.0,7079.0,7279.91,6255.01,6506.98,3254.704105,-0.084397048,1.163852656,0.919194802,53.24214457,43.98,0.680488937,6982.826,6482.096,5440.8094,6808.19746,6349.831721,458.3657394,496.6501558,477.7073335,0.042501009,8.088163846,1867.64882,318.5,322.65,285.82,293.5,15597.16557,-0.079764855,1.128857323,0.921507064,47.09700587,-11.4,-3.738930797,300.828,296.9365,301.3658,299.7004864,300.3354933,-0.635006883,-1.461837931,20.12798649,0.038266844,9.654908595,9585.68154,0
2017-11-11,40.90629196,41.07256976,40.81261665,41.00933695,100582000.0,-0.003315014,1.00636943,0.99748728,75.05264863,2.858081818,7.511737889,40.90574722,38.52912159,37.37441109,39.79387521,38.65155375,1.14232146,0.83012733,0.638936235,0.013436673,18.42648388,120411480.0,5.339924335,5.402430222,5.228500861,5.264324469,1253256000.0,0.051357059,1.033265627,1.014360792,72.43976065,0.3528018,7.07425569,5.199494553,5.014336586,4.64272356,5.110352432,4.935820048,0.174532384,0.171668325,0.129962878,0.016916603,20.9490108,544546000.0,6503.0,6797.98,6100.0,6245.05,2754.156861,-0.041086297,1.114422951,0.960333692,48.73035578,-508.93,-7.535260691,6839.812,6496.8475,5493.793,6721.559389,6342.070112,379.4892776,473.2179801,493.4410954,0.043547209,7.921229657,1937.252052,293.52,318.0,291.91,310.02,10850.16279,0.054759172,1.089376863,1.056214227,53.4535328,23.01,8.01714226,303.238,297.748,302.2862,301.2881039,301.0528642,0.235239724,-1.1224224,20.5538446,0.039994444,9.292027523,9769.536233,1
2017-11-12,40.90629196,41.07256976,40.81261665,41.00933695,100582000.0,-0.003315014,1.00636943,0.99748728,75.05264863,2.858081818,7.511737889,40.90574722,38.52912159,37.37441109,39.79387521,38.65155375,1.14232146,0.83012733,0.638936235,0.013436673,18.42648388,120411480.0,5.339924335,5.402430222,5.228500861,5.264324469,1253256000.0,0.051357059,1.033265627,1.014360792,72.43976065,0.3528018,7.07425569,5.199494553,5.014336586,4.64272356,5.110352432,4.935820048,0.174532384,0.171668325,0.129962878,0.016916603,20.9490108,544546000.0,6245.05,6630.0,5325.01,5811.03,4968.483069,-0.072031314,1.245068084,0.930501757,42.32940398,-1208.95,-17.22155904,6589.21,6491.6025,5534.4136,6581.477945,6302.733807,278.7441376,434.3232116,551.4088743,0.046615686,8.511071103,2095.04832,310.87,316.99,281.01,305.24,21123.15319,-0.015538459,1.128038148,0.981889536,51.52442999,22.12,7.812941509,305.93,298.9555,302.6724,301.8960879,301.3630224,0.53306553,-0.791324814,21.65571284,0.038719709,9.958172366,10342.75469,1
2017-11-13,40.74236679,40.86648822,40.60887569,40.63229631,67928400.0,-0.004015385,1.006343749,1.002708941,72.47574532,1.837760925,4.723761839,40.92186813,38.70081577,37.42362724,39.93979699,38.80642879,1.133368202,0.890775505,0.614541952,0.013247534,18.03396478,118983600.0,5.253206253,5.365370484,5.237888555,5.339923766,582376000.0,-0.016372878,1.02433842,0.983760534,66.18015134,0.21716547,4.312226201,5.214318466,5.032495546,4.663560495,5.132329943,4.959330137,0.172999806,0.171934621,0.129785668,0.017336712,20.18262685,544832800.0,5839.94,6697.47,5699.99,6465.99,2621.243039,0.106798297,1.174996798,1.107201444,52.4746006,-649.05,-9.122225595,6421.808,6541.0505,5590.533,6563.710569,6314.826859,248.8837102,397.2353113,583.2710976,0.048876539,7.871785352,2097.089534,304.0,318.88,303.7,312.99,15551.67434,0.025072889,1.049983536,1.029572368,54.39799724,8.91,2.930149961,307.924,299.736,303.2922,303.6028436,302.22428,1.378563634,-0.357347124,21.19316193,0.037097902,9.651987886,10417.00445,0
2017-11-14,40.12643433,40.62760479,40.08896277,40.52455979,99130000.0,-0.015233177,1.013436167,0.990175699,63.6347962,0.68044281,1.724998622,40.78866882,38.83482971,37.46971878,39.96851043,38.90420698,1.06430345,0.925481094,0.617317814,0.013957818,18.41194269,120140640.0,5.291499138,5.306816834,5.218616856,5.262346225,529292000.0,0.007262992,1.016901026,1.005539908,67.51504182,0.182082176,3.563658585,5.224942017,5.052791452,4.687411547,5.156817511,4.983935248,0.172882263,0.172124149,0.126815261,0.017321579,20.08705082,547367600.0,6465.99,6684.98,6311.07,6574.99,1254.292531,0.016716924,1.059246689,1.016857434,53.92720382,-782.1,-10.63056181,6320.808,6585.3005,5643.6178,6565.445866,6334.098202,231.3476635,364.0577818,568.3167335,0.048420593,7.135123917,2045.6635,313.0,337.54,312.94,335.61,17709.2227,0.06977853,1.078609318,1.072236422,61.56031857,37.57,12.60569051,311.472,301.792,304.116,308.5270215,304.6972963,3.829725242,0.480067349,21.4365075,0.039867669,9.781897306,10817.31095,0
2017-11-15,39.59716797,39.88756722,39.43323435,39.80559862,116632400.0,-0.013277727,1.011521573,0.994763785,57.18008421,0.652885437,1.676460303,40.48287659,38.95066471,37.5060186,39.91138082,38.95553742,0.955843397,0.931553555,0.622737969,0.014355359,18.57453767,122697420.0,5.187736034,5.237642257,5.133877632,5.236406701,501948000.0,-0.019804211,1.020211745,0.990705331,60.54174054,0.068682671,1.341706478,5.228994083,5.068109059,4.709236736,5.161574207,4.999031603,0.162542604,0.17020784,0.129015707,0.018101225,20.03400709,544099200.0,6575.99,7298.0,6575.99,7240.06,1779.605845,0.096356437,1.109794875,1.100984034,61.63280933,-104.95,-1.428861227,6467.424,6654.215,5710.772,6669.232656,6401.206484,268.0261721,344.8514598,579.3662525,0.052194763,7.484708948,2035.995498,335.6,339.0,324.0,331.33,15597.16131,-0.012834914,1.046296296,0.98727652,59.65123399,35.8,12.11382939,319.038,303.623,304.9846,312.0351721,306.6700892,5.365082908,1.457070461,20.97675697,0.040086527,9.654908322,11206.51766,0
2017-11-16,40.07022858,40.25055374,39.88287437,40.08896078,94550000.0,0.011876029,1.009218978,0.999532734,60.98896087,0.841255188,2.144474136,40.28849792,39.13425655,37.554813,39.93581893,39.03810714,0.897711799,0.924785203,0.624927097,0.012983825,18.36463936,118908080.0,5.228005409,5.291993761,5.219111476,5.261852684,441768000.0,0.007732445,1.013964501,0.993567423,62.17456118,0.140082836,2.753242294,5.260074234,5.085168481,4.731486845,5.171794392,5.015992626,0.155801766,0.167326626,0.12724728,0.018124568,19.90629542,537649000.0,7240.14,7940.0,7076.0,7864.5,2331.95675,0.082729468,1.122102883,1.086235902,67.18257605,904.38,12.99374149,6791.314,6758.9985,5784.202,6853.119939,6509.598596,343.5213435,344.5854366,599.6972345,0.054182211,7.754891733,2082.408015,330.98,334.75,321.41,331.49,14145.71696,0.000482786,1.04150462,1.001540879,59.70154622,33.52,11.24945464,323.332,305.381,305.4196,315.0282225,308.5086011,6.519621446,2.469580658,20.43127433,0.040104565,9.557237859,11600.1961,0
2017-11-17,39.84775543,40.13815471,39.72831883,40.05618611,87598000.0,-0.005567551,1.010315963,0.994796542,58.35983923,-0.405632019,-1.007696606,40.07679062,39.30357437,37.61143219,39.9222707,39.09808108,0.82418962,0.904666087,0.609563439,0.013175915,18.28826874,118493160.0,5.221828461,5.320404845,5.20675816,5.285075566,515664000.0,-0.00118221,1.021826765,0.988032885,61.75243873,0.065965176,1.279420574,5.236455059,5.103030801,4.755041399,5.179491941,5.031239724,0.148252217,0.163511744,0.126275809,0.018062364,20.06096595,540851200.0,7876.98,7989.0,7451.0,7699.19,3982.395925,-0.021243833,1.072205073,0.977429167,64.52176485,635.15,8.991313752,7168.946,6857.976,5854.6958,6983.284564,6597.716478,385.5680864,352.7819665,595.2902891,0.054551477,8.289889982,2217.690091,331.49,334.6,323.84,331.23,18042.02544,-0.000784645,1.033226285,0.999215663,59.57155312,39.45,13.52046062,328.53,307.349,305.9954,317.5208037,310.1916677,7.32913601,3.441491728,19.74046902,0.039840602,9.800514487,12209.85408,0
2017-11-18,39.84775543,40.13815471,39.72831883,40.05618611,87598000.0,-0.005567551,1.010315963,0.994796542,58.35983923,-0.405632019,-1.007696606,40.07679062,39.30357437,37.61143219,39.9222707,39.09808108,0.82418962,0.904666087,0.609563439,0.013175915,18.28826874,118493160.0,5.221828461,5.320404845,5.20675816,5.285075566,515664000.0,-0.00118221,1.021826765,0.988032885,61.75243873,0.065965176,1.279420574,5.236455059,5.103030801,4.755041399,5.179491941,5.031239724,0.148252217,0.163511744,0.126275809,0.018062364,20.06096595,540851200.0,7680.01,7819.99,7422.0,7761.94,3954.266477,0.008117174,1.053623013,1.010667955,65.08701883,458.94,6.28426674,7428.136,6937.574,5926.4408,7103.077708,6683.955257,419.1224509,366.0500634,581.1974114,0.052638552,8.282803255,2325.164506,331.2,349.9,326.01,346.66,14361.4973,0.045531474,1.073279961,1.046678744,64.51027551,43.64,14.40168966,335.264,309.432,307.0842,322.0037569,312.8930256,9.110731341,4.575339651,20.03686409,0.039918058,9.572375734,12476.97229,1
