open_time,open,high,low,close,volume,rsi,pct_change
2017-08-31,4555.14,4745.42,4555.14,4724.89,556.956802,36.96084210305682,3.726559447130051
2017-09-01,4689.89,4885.55,4654.88,4834.91,560.666366,41.058492618530664,2.3285198173925714
2017-09-02,4796.16,4939.19,4286.87,4472.14,929.148595,33.35871427184162,-7.50313863132922
2017-09-03,4508.5,4714.76,4298.33,4509.08,691.216198,34.70156641017633,0.8260027637775114
2017-09-04,4505.0,4527.49,3972.51,4100.11,1394.644614,27.979484750355876,-9.069921136905979
2017-09-05,4106.97,4484.99,3603.0,4366.47,1228.938157,36.59428736313786,6.496411071898089
2017-09-06,4366.49,4662.87,4335.26,4619.77,807.363726,43.51389689680833,5.8010246262999665
2017-09-07,4619.77,4788.59,4438.19,4691.61,500.429975,45.33598975803143,1.5550557711747404
2017-09-08,4691.66,4735.39,4028.93,4282.8,1132.255046,37.85308751839362,-8.713639880552726
2017-09-09,4282.8,4426.62,4150.06,4258.81,658.782952,37.46232302498828,-0.5601475670122258
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,35.357799672258196,-3.015865934380746
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,37.651417468735325,1.8908717620939708
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,36.84472695387495,-1.063331804670109
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,33.10597038716648,-5.260440183297632
2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,24.041738964039446,-19.15663841772104
2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,36.668715264457234,16.023104276548917
2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,36.99870150120945,0.40405405405405936
2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,36.79211243327939,-0.402697209922076
2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.006455,44.29363619173158,9.054619066538038
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,42.27799903246534,-3.0971422623487954
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,42.11219635446238,-0.2567748667532843
2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.654084,37.533328216915926,-7.436153846153848
2017-09-22,3592.84,3750.0,3505.55,3595.87,838.966425,37.320560950494084,-0.3911368175535057
2017-09-23,3595.88,3817.19,3542.91,3780.0,752.792791,41.942464452840845,5.120596684529755
2017-09-24,3779.54,3789.99,3622.76,3660.02,661.63639,39.87894566055606,-3.1740740740740736
2017-09-25,3660.02,3979.87,3653.69,3920.75,727.994713,46.086478341694026,7.123731564308389
2017-09-26,3928.0,3976.99,3850.05,3882.35,526.727987,45.343910224768095,-0.9794044506790778
2017-09-27,3882.36,4249.94,3872.81,4193.0,628.170966,52.071797871145336,8.001596970906789
2017-09-28,4192.11,4300.0,4101.0,4174.5,849.785325,51.66393636485152,-0.44121154304793686
2017-09-29,4178.98,4263.86,3952.01,4174.69,1602.309565,51.66812343618322,0.0045514432866156085
2017-09-30,4175.0,4380.0,4138.1,4378.51,720.353183,56.06484646445649,4.882278684165775
2017-10-01,4378.49,4406.52,4240.04,4378.48,726.963685,56.06403804088835,-0.0006851645879657475
2017-10-02,4400.0,4561.63,4360.0,4380.0,655.756974,56.09857896269801,0.03471524364619949
2017-10-03,4380.0,4467.33,4180.8,4310.0,1082.323563,53.99337865899084,-1.5981735159817378
2017-10-04,4314.9,4373.0,4142.0,4208.59,868.465101,51.00703964216104,-2.352900232018562
2017-10-05,4208.59,4355.0,4110.0,4292.43,779.138638,53.3064206543392,1.9921161244027097
2017-10-06,4318.99,4417.0,4292.0,4369.0,506.529176,55.36671001539169,1.7838380590947223
2017-10-07,4369.0,4479.5,4312.56,4423.0,297.5975,56.813929944648564,1.2359807736324058
2017-10-08,4425.0,4658.0,4425.0,4640.0,518.462004,62.1281851727241,4.906172281257071
2017-10-09,4640.0,4889.98,4550.0,4786.95,646.463145,65.24697346622571,3.1670258620689618
2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773,65.09415477892567,-0.08126259935865576
